Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator,,,,,,,,,,,
18/01/2019 11:38,17/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",2.82,18/01/2019 11:50,,,,,,,,,,,,
18/01/2019 11:38,17/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",2.61,18/01/2019 11:50,,,,,,,,,,,,
18/01/2019 11:38,17/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",4.62,18/01/2019 11:50,,,,,,,,,,,,
17/01/2019 11:38,16/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",5.78,17/01/2019 11:50,,,,,,,,,,,,
17/01/2019 11:38,16/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",4.54,17/01/2019 11:50,,,,,,,,,,,,
17/01/2019 11:38,16/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",4.31,17/01/2019 11:50,,,,,,,,,,,,
17/01/2019 11:38,16/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",3.52,17/01/2019 11:50,,,,,,,,,,,,
17/01/2019 11:38,16/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",5.85,17/01/2019 11:50,,,,,,,,,,,,
17/01/2019 11:38,16/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",4.87,17/01/2019 11:50,,,,,,,,,,,,
17/01/2019 11:38,16/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",4.25,17/01/2019 11:50,,,,,,,,,,,,
17/01/2019 11:38,16/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",5.83,17/01/2019 11:50,,,,,,,,,,,,
17/01/2019 11:38,16/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",6.4,17/01/2019 11:50,,,,,,,,,,,,
17/01/2019 11:38,16/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",6.2,17/01/2019 11:50,,,,,,,,,,,,
17/01/2019 11:38,16/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",4.8,17/01/2019 11:50,,,,,,,,,,,,
17/01/2019 11:38,16/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",4.87,17/01/2019 11:50,,,,,,,,,,,,
17/01/2019 11:38,16/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",5.99,17/01/2019 11:50,,,,,,,,,,,,
16/01/2019 11:38,15/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",6.15,16/01/2019 11:50,,,,,,,,,,,,
16/01/2019 11:38,15/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",5.31,16/01/2019 11:50,,,,,,,,,,,,
16/01/2019 11:38,15/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",5.06,16/01/2019 11:50,,,,,,,,,,,,
16/01/2019 11:38,15/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",4.75,16/01/2019 11:50,,,,,,,,,,,,
16/01/2019 11:38,15/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",6.22,16/01/2019 11:50,,,,,,,,,,,,
16/01/2019 11:38,15/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",6.09,16/01/2019 11:50,,,,,,,,,,,,
16/01/2019 11:38,15/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",5.5,16/01/2019 11:50,,,,,,,,,,,,
16/01/2019 11:38,15/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",6.2,16/01/2019 11:50,,,,,,,,,,,,
16/01/2019 11:38,15/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",7.01,16/01/2019 11:50,,,,,,,,,,,,
16/01/2019 11:38,15/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",6.59,16/01/2019 11:50,,,,,,,,,,,,
16/01/2019 11:38,15/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",5.71,16/01/2019 11:50,,,,,,,,,,,,
16/01/2019 11:38,15/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",6.09,16/01/2019 11:50,,,,,,,,,,,,
16/01/2019 11:38,15/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",6.49,16/01/2019 11:50,,,,,,,,,,,,
15/01/2019 11:38,14/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",6.38,15/01/2019 11:50,,,,,,,,,,,,
15/01/2019 11:38,14/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",5.11,15/01/2019 11:50,,,,,,,,,,,,
15/01/2019 11:38,14/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",4.87,15/01/2019 11:50,,,,,,,,,,,,
15/01/2019 11:38,14/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",4.14,15/01/2019 11:50,,,,,,,,,,,,
15/01/2019 11:38,14/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",6.46,15/01/2019 11:50,,,,,,,,,,,,
15/01/2019 11:38,14/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",5.38,15/01/2019 11:50,,,,,,,,,,,,
15/01/2019 11:38,14/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",5.12,15/01/2019 11:50,,,,,,,,,,,,
15/01/2019 11:38,14/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",6.42,15/01/2019 11:50,,,,,,,,,,,,
15/01/2019 11:38,14/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",7.16,15/01/2019 11:50,,,,,,,,,,,,
15/01/2019 11:38,14/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",6.46,15/01/2019 11:50,,,,,,,,,,,,
15/01/2019 11:38,14/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",5.76,15/01/2019 11:50,,,,,,,,,,,,
15/01/2019 11:38,14/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",5.38,15/01/2019 11:50,,,,,,,,,,,,
15/01/2019 11:38,14/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",6.44,15/01/2019 11:50,,,,,,,,,,,,
14/01/2019 11:38,13/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",7.05,14/01/2019 11:50,,,,,,,,,,,,
14/01/2019 11:38,13/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",5.47,14/01/2019 11:50,,,,,,,,,,,,
14/01/2019 11:38,13/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",5.2,14/01/2019 11:50,,,,,,,,,,,,
14/01/2019 11:38,13/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",4.65,14/01/2019 11:50,,,,,,,,,,,,
14/01/2019 11:38,13/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",7.14,14/01/2019 11:50,,,,,,,,,,,,
14/01/2019 11:38,13/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",5.24,14/01/2019 11:50,,,,,,,,,,,,
14/01/2019 11:38,13/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",5.38,14/01/2019 11:50,,,,,,,,,,,,
14/01/2019 11:38,13/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",7.09,14/01/2019 11:50,,,,,,,,,,,,
14/01/2019 11:38,13/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",7.44,14/01/2019 11:50,,,,,,,,,,,,
14/01/2019 11:38,13/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",6.58,14/01/2019 11:50,,,,,,,,,,,,
14/01/2019 11:38,13/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",6.42,14/01/2019 11:50,,,,,,,,,,,,
14/01/2019 11:38,13/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",5.24,14/01/2019 11:50,,,,,,,,,,,,
14/01/2019 11:38,13/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",6.52,14/01/2019 11:50,,,,,,,,,,,,
13/01/2019 11:38,12/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",6.06,13/01/2019 11:50,,,,,,,,,,,,
13/01/2019 11:38,12/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",5.12,13/01/2019 11:50,,,,,,,,,,,,
13/01/2019 11:38,12/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",4.87,13/01/2019 11:50,,,,,,,,,,,,
13/01/2019 11:38,12/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",4.28,13/01/2019 11:50,,,,,,,,,,,,
13/01/2019 11:38,12/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",6.14,13/01/2019 11:50,,,,,,,,,,,,
13/01/2019 11:38,12/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",4.73,13/01/2019 11:50,,,,,,,,,,,,
13/01/2019 11:38,12/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",5.63,13/01/2019 11:50,,,,,,,,,,,,
13/01/2019 11:38,12/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",6.11,13/01/2019 11:50,,,,,,,,,,,,
13/01/2019 11:38,12/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",6.43,13/01/2019 11:50,,,,,,,,,,,,
13/01/2019 11:38,12/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",5.91,13/01/2019 11:50,,,,,,,,,,,,
13/01/2019 11:38,12/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",5.61,13/01/2019 11:50,,,,,,,,,,,,
13/01/2019 11:38,12/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",4.73,13/01/2019 11:50,,,,,,,,,,,,
13/01/2019 11:38,12/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",5.96,13/01/2019 11:50,,,,,,,,,,,,
12/01/2019 11:38,11/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",5.07,12/01/2019 11:50,,,,,,,,,,,,
12/01/2019 11:38,11/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",4.23,12/01/2019 11:50,,,,,,,,,,,,
12/01/2019 11:38,11/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",4.02,12/01/2019 11:50,,,,,,,,,,,,
12/01/2019 11:38,11/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",3.76,12/01/2019 11:50,,,,,,,,,,,,
12/01/2019 11:38,11/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",5.14,12/01/2019 11:50,,,,,,,,,,,,
12/01/2019 11:38,11/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",3.8,12/01/2019 11:50,,,,,,,,,,,,
12/01/2019 11:38,11/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",5.14,12/01/2019 11:50,,,,,,,,,,,,
12/01/2019 11:38,11/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",5.12,12/01/2019 11:50,,,,,,,,,,,,
12/01/2019 11:38,11/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",5.46,12/01/2019 11:50,,,,,,,,,,,,
12/01/2019 11:38,11/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",4.65,12/01/2019 11:50,,,,,,,,,,,,
12/01/2019 11:38,11/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",4.51,12/01/2019 11:50,,,,,,,,,,,,
12/01/2019 11:38,11/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",3.8,12/01/2019 11:50,,,,,,,,,,,,
12/01/2019 11:38,11/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",5.34,12/01/2019 11:50,,,,,,,,,,,,
11/01/2019 11:38,10/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",4.02,11/01/2019 11:50,,,,,,,,,,,,
11/01/2019 11:38,10/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",3.7,11/01/2019 11:50,,,,,,,,,,,,
11/01/2019 11:38,10/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",3.51,11/01/2019 11:50,,,,,,,,,,,,
11/01/2019 11:38,10/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",3.07,11/01/2019 11:50,,,,,,,,,,,,
11/01/2019 11:38,10/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",4.07,11/01/2019 11:50,,,,,,,,,,,,
11/01/2019 11:38,10/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",2.81,11/01/2019 11:50,,,,,,,,,,,,
11/01/2019 11:38,10/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",4.61,11/01/2019 11:50,,,,,,,,,,,,
11/01/2019 11:38,10/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",4.09,11/01/2019 11:50,,,,,,,,,,,,
11/01/2019 11:38,10/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",4.2,11/01/2019 11:50,,,,,,,,,,,,
11/01/2019 11:38,10/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",3.26,11/01/2019 11:50,,,,,,,,,,,,
11/01/2019 11:38,10/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",3.63,11/01/2019 11:50,,,,,,,,,,,,
11/01/2019 11:38,10/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",2.81,11/01/2019 11:50,,,,,,,,,,,,
11/01/2019 11:38,10/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",4.34,11/01/2019 11:50,,,,,,,,,,,,
10/01/2019 11:38,09/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",4.21,10/01/2019 11:50,,,,,,,,,,,,
10/01/2019 11:38,09/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",3.11,10/01/2019 11:50,,,,,,,,,,,,
10/01/2019 11:38,09/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",2.89,10/01/2019 11:50,,,,,,,,,,,,
10/01/2019 11:38,09/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",2.57,10/01/2019 11:50,,,,,,,,,,,,
10/01/2019 11:38,09/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",4.25,10/01/2019 11:50,,,,,,,,,,,,
10/01/2019 11:38,09/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",2.42,10/01/2019 11:50,,,,,,,,,,,,
10/01/2019 11:38,09/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",3.72,10/01/2019 11:50,,,,,,,,,,,,
10/01/2019 11:38,09/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",4.28,10/01/2019 11:50,,,,,,,,,,,,
10/01/2019 11:38,09/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",4.6,10/01/2019 11:50,,,,,,,,,,,,
10/01/2019 11:38,09/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",3.52,10/01/2019 11:50,,,,,,,,,,,,
10/01/2019 11:38,09/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",3.18,10/01/2019 11:50,,,,,,,,,,,,
10/01/2019 11:38,09/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",2.42,10/01/2019 11:50,,,,,,,,,,,,
10/01/2019 11:38,09/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",4.51,10/01/2019 11:50,,,,,,,,,,,,
09/01/2019 11:38,08/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",5.52,09/01/2019 11:50,,,,,,,,,,,,
09/01/2019 11:38,08/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",4.54,09/01/2019 11:50,,,,,,,,,,,,
09/01/2019 11:38,08/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",4.31,09/01/2019 11:50,,,,,,,,,,,,
09/01/2019 11:38,08/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",3.61,09/01/2019 11:50,,,,,,,,,,,,
09/01/2019 11:38,08/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",5.58,09/01/2019 11:50,,,,,,,,,,,,
09/01/2019 11:38,08/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",4.25,09/01/2019 11:50,,,,,,,,,,,,
09/01/2019 11:38,08/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",4.41,09/01/2019 11:50,,,,,,,,,,,,
09/01/2019 11:38,08/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",5.57,09/01/2019 11:50,,,,,,,,,,,,
09/01/2019 11:38,08/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",6.17,09/01/2019 11:50,,,,,,,,,,,,
09/01/2019 11:38,08/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",4.74,09/01/2019 11:50,,,,,,,,,,,,
09/01/2019 11:38,08/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",4.79,09/01/2019 11:50,,,,,,,,,,,,
09/01/2019 11:38,08/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",4.25,09/01/2019 11:50,,,,,,,,,,,,
09/01/2019 11:38,08/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",5.71,09/01/2019 11:50,,,,,,,,,,,,
08/01/2019 11:38,07/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",6.29,08/01/2019 11:50,,,,,,,,,,,,
08/01/2019 11:38,07/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",4.95,08/01/2019 11:50,,,,,,,,,,,,
08/01/2019 11:38,07/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",4.7,08/01/2019 11:50,,,,,,,,,,,,
08/01/2019 11:38,07/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",4.5,08/01/2019 11:50,,,,,,,,,,,,
08/01/2019 11:38,07/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",6.36,08/01/2019 11:50,,,,,,,,,,,,
08/01/2019 11:38,07/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",5.18,08/01/2019 11:50,,,,,,,,,,,,
08/01/2019 11:38,07/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",4.88,08/01/2019 11:50,,,,,,,,,,,,
08/01/2019 11:38,07/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",6.34,08/01/2019 11:50,,,,,,,,,,,,
08/01/2019 11:38,07/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",6.42,08/01/2019 11:50,,,,,,,,,,,,
08/01/2019 11:38,07/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",5.29,08/01/2019 11:50,,,,,,,,,,,,
08/01/2019 11:38,07/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",5.64,08/01/2019 11:50,,,,,,,,,,,,
08/01/2019 11:38,07/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",5.18,08/01/2019 11:50,,,,,,,,,,,,
08/01/2019 11:38,07/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",5.95,08/01/2019 11:50,,,,,,,,,,,,
07/01/2019 11:38,06/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",5.38,07/01/2019 11:50,,,,,,,,,,,,
07/01/2019 11:38,06/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",4.3,07/01/2019 11:50,,,,,,,,,,,,
07/01/2019 11:38,06/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",4.1,07/01/2019 11:50,,,,,,,,,,,,
07/01/2019 11:38,06/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",4,07/01/2019 11:50,,,,,,,,,,,,
07/01/2019 11:38,06/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",5.46,07/01/2019 11:50,,,,,,,,,,,,
07/01/2019 11:38,06/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",4.61,07/01/2019 11:50,,,,,,,,,,,,
07/01/2019 11:38,06/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",4.75,07/01/2019 11:50,,,,,,,,,,,,
07/01/2019 11:38,06/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",5.44,07/01/2019 11:50,,,,,,,,,,,,
07/01/2019 11:38,06/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",5.19,07/01/2019 11:50,,,,,,,,,,,,
07/01/2019 11:38,06/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",3.52,07/01/2019 11:50,,,,,,,,,,,,
07/01/2019 11:38,06/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",4.71,07/01/2019 11:50,,,,,,,,,,,,
07/01/2019 11:38,06/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",4.61,07/01/2019 11:50,,,,,,,,,,,,
07/01/2019 11:38,06/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",5.4,07/01/2019 11:50,,,,,,,,,,,,
06/01/2019 11:38,05/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",3.86,06/01/2019 11:50,,,,,,,,,,,,
06/01/2019 11:38,05/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",3.36,06/01/2019 11:50,,,,,,,,,,,,
06/01/2019 11:38,05/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",3.2,06/01/2019 11:50,,,,,,,,,,,,
06/01/2019 11:38,05/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",2.33,06/01/2019 11:50,,,,,,,,,,,,
06/01/2019 11:38,05/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",3.91,06/01/2019 11:50,,,,,,,,,,,,
06/01/2019 11:38,05/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",3.38,06/01/2019 11:50,,,,,,,,,,,,
06/01/2019 11:38,05/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",3.85,06/01/2019 11:50,,,,,,,,,,,,
06/01/2019 11:38,05/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",3.94,06/01/2019 11:50,,,,,,,,,,,,
06/01/2019 11:38,05/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",3.4,06/01/2019 11:50,,,,,,,,,,,,
06/01/2019 11:38,05/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",1.52,06/01/2019 11:50,,,,,,,,,,,,
06/01/2019 11:38,05/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",3.08,06/01/2019 11:50,,,,,,,,,,,,
06/01/2019 11:38,05/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",3.38,06/01/2019 11:50,,,,,,,,,,,,
06/01/2019 11:38,05/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",3.99,06/01/2019 11:50,,,,,,,,,,,,
05/01/2019 11:38,04/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",3.76,05/01/2019 11:50,,,,,,,,,,,,
05/01/2019 11:38,04/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",2.36,05/01/2019 11:50,,,,,,,,,,,,
05/01/2019 11:38,04/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",2.21,05/01/2019 11:50,,,,,,,,,,,,
05/01/2019 11:38,04/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",2.32,05/01/2019 11:50,,,,,,,,,,,,
05/01/2019 11:38,04/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",3.8,05/01/2019 11:50,,,,,,,,,,,,
05/01/2019 11:38,04/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",1.84,05/01/2019 11:50,,,,,,,,,,,,
05/01/2019 11:38,04/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",3.38,05/01/2019 11:50,,,,,,,,,,,,
05/01/2019 11:38,04/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",3.83,05/01/2019 11:50,,,,,,,,,,,,
05/01/2019 11:38,04/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",3.32,05/01/2019 11:50,,,,,,,,,,,,
05/01/2019 11:38,04/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",1.6,05/01/2019 11:50,,,,,,,,,,,,
05/01/2019 11:38,04/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",1.65,05/01/2019 11:50,,,,,,,,,,,,
05/01/2019 11:38,04/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",1.84,05/01/2019 11:50,,,,,,,,,,,,
05/01/2019 11:38,04/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",2.79,05/01/2019 11:50,,,,,,,,,,,,
04/01/2019 11:38,03/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",5.06,04/01/2019 11:50,,,,,,,,,,,,
04/01/2019 11:38,03/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",3.24,04/01/2019 11:50,,,,,,,,,,,,
04/01/2019 11:38,03/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",3.08,04/01/2019 11:50,,,,,,,,,,,,
04/01/2019 11:38,03/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",2.22,04/01/2019 11:50,,,,,,,,,,,,
04/01/2019 11:38,03/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",5.12,04/01/2019 11:50,,,,,,,,,,,,
04/01/2019 11:38,03/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",1.92,04/01/2019 11:50,,,,,,,,,,,,
04/01/2019 11:38,03/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",2.55,04/01/2019 11:50,,,,,,,,,,,,
04/01/2019 11:38,03/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",5.11,04/01/2019 11:50,,,,,,,,,,,,
04/01/2019 11:38,03/01/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",5.23,04/01/2019 11:50,,,,,,,,,,,,
04/01/2019 11:38,03/01/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",3.47,04/01/2019 11:50,,,,,,,,,,,,
04/01/2019 11:38,03/01/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",3.07,04/01/2019 11:50,,,,,,,,,,,,
04/01/2019 11:38,03/01/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",1.92,04/01/2019 11:50,,,,,,,,,,,,
04/01/2019 11:38,03/01/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",3.13,04/01/2019 11:50,,,,,,,,,,,,
03/01/2019 11:38,02/01/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",5.81,03/01/2019 11:50,,,,,,,,,,,,
03/01/2019 11:38,02/01/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",4.59,03/01/2019 11:50,,,,,,,,,,,,
03/01/2019 11:38,02/01/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",4.41,03/01/2019 11:50,,,,,,,,,,,,
03/01/2019 11:38,02/01/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",3.07,03/01/2019 11:50,,,,,,,,,,,,
03/01/2019 11:38,02/01/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",5.88,03/01/2019 11:50,,,,,,,,,,,,
03/01/2019 11:38,02/01/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",3.67,03/01/2019 11:50,,,,,,,,,,,,
03/01/2019 11:38,02/01/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",2.57,03/01/2019 11:50,,,,,,,,,,,,
03/01/2019 11:38,02/01/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",5.86,03/01/2019 11:50,,,,,,,,,,,,
